job_id;company_id;title;min_salary;pay_period;formatted_work_type;location;applies;remote_allowed;views;formatted_experience_level;sponsored;company_size;industry;employee_count;follower_count
3693071336;1586.0;Transportation Area Manager II - Sumner, WA;61400.0;YEARLY;Full-time;Sumner, WA;3.0;0.0;35.0;Mid-Senior level;0;7.0;Computer Software;829111.0;31891212.0
3693071372;12934.0;Human Resources Specialist;21.0;HOURLY;Full-time;Birmingham, AL;27.0;0.0;75.0;Associate;1;7.0;Food & Beverages;8858.0;63364.0
3693071461;71303127.0;Senior Mechanical Engineer;120000.0;YEARLY;Full-time;San Francisco Bay Area;30.0;0.0;152.0;Mid-Senior level;0;2.0;Staffing & Recruiting;96.0;205162.0
3693071511;7947803.0;Information Security Analyst;111600.0;YEARLY;Full-time;Dallas, TX;147.0;1.0;488.0;Mid-Senior level;0;3.0;Computer Software;490.0;50206.0
3693071513;7947803.0;Information Security Analyst;111600.0;YEARLY;Full-time;New York, NY;131.0;1.0;516.0;Mid-Senior level;1;3.0;Computer Software;490.0;50206.0
3693071541;822239.0;Underwriting Technician - Data Entry, Medical/Insurance;50000.0;YEARLY;Contract;Austin, TX;5.0;0.0;29.0;Associate;0;2.0;Staffing & Recruiting;66.0;53154.0
3693071558;662026.0;Staff Accountant;50000.0;YEARLY;Full-time;United States;170.0;1.0;479.0;Entry level;1;3.0;Information Technology & Services;376.0;5404.0
3693071560;65401684.0;Director of Network Management;130000.0;YEARLY;Full-time;United States;52.0;1.0;341.0;Director;0;3.0;Hospital & Health Care;1098.0;21382.0
3693071574;86694680.0;Datacenter Technician;50000.0;YEARLY;Full-time;Mesa, AZ;13.0;0.0;40.0;Associate;1;6.0;Computer Software;1954.0;227854.0
3693071581;65401684.0;Physician Group Negotiator;70000.0;YEARLY;Full-time;United States;9.0;1.0;151.0;Associate;0;3.0;Hospital & Health Care;1098.0;21382.0
3693071601;53868.0;Compensation Analyst;62000.0;YEARLY;Full-time;Greater Yuma, AZ Area;10.0;0.0;29.0;Associate;0;5.0;Hospital & Health Care;1339.0;12267.0
3693071629;217032.0;Research Associate II (Microbiology);35.17;HOURLY;Contract;Pleasanton, CA;0.0;0.0;151.0;Associate;0;3.0;Staffing & Recruiting;76.0;26364.0
3693071639;79383535.0;Cloud Architect;95.0;HOURLY;Contract;United States;73.0;1.0;191.0;Mid-Senior level;0;7.0;Information Technology & Services;21147.0;1747476.0
3693071651;3596579.0;Accountant (Bilingual Chinese);54080.0;YEARLY;Full-time;Brea, CA;4.0;0.0;47.0;Associate;0;4.0;Computer Software;289.0;7464.0
3693071672;479939.0;GL Accountant;40.0;HOURLY;Full-time;Seattle, WA;3.0;0.0;30.0;Mid-Senior level;0;1.0;Staffing & Recruiting;26.0;17242.0
3693071708;8141.0;Account Executive;150000.0;YEARLY;Full-time;Miami, FL;27.0;0.0;126.0;Mid-Senior level;0;7.0;Information Technology & Services;24832.0;839776.0
3693071737;4787.0;Instructional Designer;52.0;HOURLY;Contract;United States;297.0;1.0;822.0;Associate;0;5.0;Information Technology & Services;13092.0;1304791.0
3693071803;55170.0;Superintendent;75000.0;YEARLY;Full-time;Durham, NC;0.0;0.0;35.0;Mid-Senior level;0;2.0;Staffing & Recruiting;138.0;15679.0
3693071809;76203745.0;Research Associate / Senior Research Associate, Synthetic Biology;75000.0;YEARLY;Full-time;San Diego Metropolitan Area;74.0;0.0;199.0;Associate;0;1.0;Biotechnology;62.0;3933.0
3693071837;1332329.0;Industrial Construction Superintendents;100000.0;YEARLY;Full-time;New Orleans, LA;2.0;0.0;32.0;Mid-Senior level;0;5.0;Staffing & Recruiting;130.0;18205.0
3693072008;45346.0;Fiscal Clerk;19.0;HOURLY;Full-time;Orange County, CA;0.0;0.0;30.0;Entry level;1;4.0;Staffing & Recruiting;374.0;217821.0
3693072012;766876.0;Quality Engineer (W2 only);34.0;HOURLY;Contract;Waterloo, IA;0.0;0.0;31.0;Associate;0;5.0;Staffing & Recruiting;772.0;353132.0
3693072020;13288.0;Software Engineer II - Remote;98000.0;YEARLY;Full-time;Austin, TX;82.0;1.0;299.0;Entry level;0;5.0;Computer Software;1097.0;24073.0
3693072025;2875.0;Payroll Reporting Coordinator;25.0;HOURLY;Contract;Fort Worth, TX;3.0;0.0;31.0;Mid-Senior level;0;3.0;Information Technology & Services;1056.0;261458.0
3693072138;1146188.0;Senior Accountant;80000.0;YEARLY;Full-time;Greater Tampa Bay Area;27.0;1.0;54.0;Mid-Senior level;0;1.0;Staffing & Recruiting;5.0;5706.0
3693072167;5235.0;Staff Accountant;65000.0;YEARLY;Full-time;St Louis Park, MN;4.0;0.0;21.0;Mid-Senior level;1;7.0;Human Resources;12457.0;2148565.0
3693072243;12934.0;Food And Beverage Operations Manager;83000.0;YEARLY;Full-time;San Jose, CA;17.0;0.0;82.0;Mid-Senior level;0;7.0;Food & Beverages;8858.0;63364.0
3693072262;42259.0;Research and Development Technologist;25.05;HOURLY;Full-time;Lake Forest, CA;10.0;0.0;95.0;Associate;1;6.0;Restaurants;3694.0;19452.0
3693072312;5055637.0;Entry Level Marketing;35000.0;YEARLY;Full-time;Atlanta, GA;14.0;0.0;48.0;Entry level;1;2.0;Marketing & Advertising;197.0;24532.0
3693072340;72483.0;Sales Director;70000.0;YEARLY;Full-time;Walnut Creek, CA;0.0;0.0;57.0;Director;0;7.0;Hospitality;7529.0;92033.0
3693072365;18043.0;Senior Finance Manager;140000.0;YEARLY;Full-time;Irvine, CA;38.0;0.0;121.0;Director;1;5.0;Staffing & Recruiting;1955.0;583266.0
3693072366;115116.0;Master Data Specialist;65.0;HOURLY;Contract;Ayer, MA;8.0;0.0;59.0;Associate;1;5.0;Information Technology & Services;951.0;99603.0
3693072421;4433.0;UX Designer III;55.0;HOURLY;Contract;Minneapolis, MN;23.0;0.0;85.0;Mid-Senior level;1;7.0;Staffing & Recruiting;3297.0;586865.0
3693072440;479939.0;Senior Accountant;45.0;HOURLY;Full-time;Seattle, WA;7.0;0.0;37.0;Mid-Senior level;0;1.0;Staffing & Recruiting;26.0;17242.0
3693072455;133357.0;Litigation Secretary;80000.0;YEARLY;Full-time;Los Angeles Metropolitan Area;0.0;0.0;6.0;Associate;0;1.0;Staffing & Recruiting;23.0;9712.0
3693072541;79383535.0;Cloud Architect;74.6;HOURLY;Contract;Auburn Hills, MI;55.0;0.0;198.0;Mid-Senior level;0;7.0;Information Technology & Services;21147.0;1747476.0
3693072547;8141.0;Account Executive;150000.0;YEARLY;Full-time;Dallas, TX;29.0;0.0;121.0;Mid-Senior level;0;7.0;Information Technology & Services;24832.0;839776.0
3693072626;3263648.0;Benefits Specialist;32.0;HOURLY;Contract;Frederick, MD;5.0;0.0;40.0;Associate;0;1.0;Staffing & Recruiting;30.0;15651.0
3693073013;144455.0;Senior Systems Engineer;120000.0;YEARLY;Full-time;United States;99.0;1.0;505.0;Mid-Senior level;0;2.0;Staffing & Recruiting;175.0;225546.0
3693073045;20875.0;Social Worker - MSW, Social Services, Full Time;32.78;HOURLY;Full-time;Orange, CA;11.0;0.0;45.0;Entry level;0;5.0;Hospital & Health Care;3828.0;47282.0
3693073088;50861.0;Senior Validation Engineer;100.0;YEARLY;Full-time;Bloomington, IN;3.0;0.0;31.0;Mid-Senior level;0;5.0;Staffing & Recruiting;607.0;99306.0
3693073110;7260.0;Project Assistant;25.0;HOURLY;Full-time;Sacramento, CA;20.0;0.0;97.0;Associate;1;4.0;Staffing & Recruiting;1200.0;196501.0
3693073122;10239155.0;Market Research or Senior Market Research Manager;89840.71;YEARLY;Full-time;United States;83.0;1.0;710.0;Mid-Senior level;0;2.0;Food & Beverages;312.0;93508.0
3693073132;1586.0;Maintenance Tech II;32900.0;YEARLY;Full-time;Oxnard, CA;1.0;0.0;8.0;Mid-Senior level;0;7.0;Computer Software;829111.0;31891212.0
3693073137;2908367.0;Construction Foreman;80000.0;YEARLY;Full-time;Minnesota, United States;1.0;0.0;5.0;Mid-Senior level;0;4.0;Staffing & Recruiting;1750.0;164764.0
3693073138;1681.0;HR System Analyst;35.0;HOURLY;Full-time;Hillsboro, OR;18.0;0.0;80.0;Associate;1;7.0;Staffing & Recruiting;32197.0;2610873.0
3693073193;74347068.0;Employee Relations Specialist / HR Generalist;65000.0;YEARLY;Full-time;Irvine, CA;48.0;0.0;150.0;Associate;1;1.0;Staffing & Recruiting;26.0;1767.0
3693073234;6088.0;Warehouse Manager;70000.0;YEARLY;Full-time;Rowland Heights, CA;34.0;0.0;134.0;Mid-Senior level;1;5.0;Staffing & Recruiting;5006.0;304520.0
3693073301;688249.0;Portfolio Management Associate;20.0;HOURLY;Full-time;San Diego Metropolitan Area;9.0;0.0;76.0;Associate;1;4.0;Staffing & Recruiting;75.0;22573.0
3693073307;8230919.0;Cost Accounting Manager;141000.0;YEARLY;Full-time;Santa Clara, CA;16.0;0.0;82.0;Mid-Senior level;1;2.0;Consumer Goods;98.0;13101.0
3693073331;14541.0;Senior Human Resources Generalist;65000.0;YEARLY;Full-time;Ontario, CA;46.0;0.0;93.0;Associate;1;5.0;Retail;1325.0;34406.0
3693073341;132146.0;National Account Manager;80000.0;YEARLY;Full-time;Chicago, IL;78.0;1.0;202.0;Mid-Senior level;1;4.0;Construction;382.0;10111.0
3693073367;1207327.0;Medical Scheduler;23.0;HOURLY;Full-time;Rocklin, CA;3.0;0.0;11.0;Associate;0;1.0;Staffing & Recruiting;56.0;20438.0
3693073386;77610.0;Azure Engineer;42.0;HOURLY;Contract;Phoenix, AZ;0.0;1.0;190.0;Mid-Senior level;0;1.0;Information Technology & Services;97.0;40841.0
3693073393;54799.0;Business Development Representative;50000.0;YEARLY;Temporary;Seattle, WA;13.0;1.0;60.0;Entry level;0;1.0;Staffing & Recruiting;35.0;30179.0
3693073414;11056.0;Administrative Assistant;36.0;HOURLY;Full-time;New York, NY;87.0;0.0;259.0;Associate;0;5.0;Staffing & Recruiting;13096.0;1713168.0
3693073419;11056.0;Clinical Research Nurse;40.0;HOURLY;Contract;Pasadena, CA;1.0;0.0;27.0;Mid-Senior level;0;5.0;Staffing & Recruiting;13096.0;1713168.0
3693073422;79500056.0;ML Compiler ;200000.0;YEARLY;Full-time;San Francisco Bay Area;25.0;0.0;126.0;Mid-Senior level;0;2.0;Staffing & Recruiting;98.0;50249.0
3693073425;1779663.0;Healthcare Recruiter;60000.0;YEARLY;Full-time;Los Angeles Metropolitan Area;55.0;1.0;112.0;Mid-Senior level;0;1.0;Staffing & Recruiting;37.0;4792.0
3693073439;450323.0;Director of Clinical Programs;95000.0;YEARLY;Full-time;Los Angeles, CA;1.0;0.0;38.0;Director;1;3.0;Staffing & Recruiting;80.0;142313.0
3693073453;743843.0;Technical Project Manager (Tucson, AZ);65000.0;YEARLY;Full-time;Phoenix, AZ;6.0;0.0;40.0;Mid-Senior level;0;3.0;Staffing & Recruiting;85.0;89236.0
3693073456;11056.0;Accountant;100000.0;YEARLY;Part-time;Santa Ana, CA;0.0;0.0;18.0;Associate;0;5.0;Staffing & Recruiting;13096.0;1713168.0
3693073626;74698256.0;Talent Acquisition Specialist;70000.0;YEARLY;Full-time;Costa Mesa, CA;63.0;0.0;354.0;Mid-Senior level;0;5.0;Apparel & Fashion;57.0;1818.0
3693073627;133357.0;Billing Manager;80000.0;YEARLY;Full-time;Los Angeles Metropolitan Area;0.0;0.0;8.0;Associate;0;1.0;Staffing & Recruiting;23.0;9712.0
3693074006;13386.0;Retail Store Manager - Josey Village;26.0;HOURLY;Full-time;Dallas, TX;7.0;0.0;18.0;Mid-Senior level;0;7.0;Retail;9458.0;223029.0
3693074008;2382910.0;Senior Manager PM-T, Commerce Platform;158300.0;YEARLY;Full-time;Seattle, WA;19.0;0.0;124.0;Director;1;7.0;Information Technology & Services;130559.0;8817778.0
3693074015;1586.0;Program Manager III, DP&R;92500.0;YEARLY;Full-time;Bellevue, WA;17.0;0.0;103.0;Mid-Senior level;0;7.0;Computer Software;829111.0;31891212.0
3693074021;1586.0;Manager III, Drone Operations, Prime Air;113900.0;YEARLY;Full-time;Seattle, WA;5.0;0.0;111.0;Mid-Senior level;1;7.0;Computer Software;829111.0;31891212.0
3693074031;1586.0;Senior Pricing Manager, Amazon Freight;92300.0;YEARLY;Full-time;Bellevue, WA;6.0;0.0;54.0;Mid-Senior level;0;7.0;Computer Software;829111.0;31891212.0
3693074035;1586.0;Area Manager;61400.0;YEARLY;Full-time;San Diego, CA;19.0;0.0;148.0;Mid-Senior level;1;7.0;Computer Software;829111.0;31891212.0
3693074046;31805.0;Case Management Nurse;38.53;HOURLY;Full-time;Corvallis, OR;1.0;0.0;10.0;Mid-Senior level;1;6.0;Hospital & Health Care;2468.0;10318.0
3693074049;13386.0;Sample Coordinator - MST & Collabs;20.0;HOURLY;Full-time;Manhattan Beach, CA;8.0;0.0;35.0;Entry level;1;7.0;Retail;9458.0;223029.0
3693074050;2401255.0;Director of FP&A;120000.0;YEARLY;Full-time;Golden, CO;13.0;0.0;111.0;Director;1;1.0;Staffing & Recruiting;23.0;36216.0
3693074052;2275433.0;Regional Sales Manager;125000.0;YEARLY;Full-time;Nashville, TN;30.0;1.0;145.0;Mid-Senior level;1;2.0;Computer Software;187.0;17836.0
3693074115;1681.0;Contract Recruiter;30.0;HOURLY;Contract;Conyers, GA;33.0;0.0;93.0;Mid-Senior level;0;7.0;Staffing & Recruiting;32197.0;2610873.0
3693074159;19070722.0;Safety Director (CSP Required);165000.0;YEARLY;Full-time;Oakland, CA;7.0;0.0;65.0;Director;0;1.0;Staffing & Recruiting;23.0;26412.0
3693074228;11229.0;VP, Compliance Manager/CRA Officer;125000.0;YEARLY;Full-time;Santa Rosa, CA;3.0;0.0;48.0;Executive;0;7.0;Staffing & Recruiting;4764.0;633844.0
3693074256;11229.0;IT Support Specialist;28.0;HOURLY;Full-time;Santa Rosa, CA;18.0;0.0;70.0;Entry level;0;7.0;Staffing & Recruiting;4764.0;633844.0
3693074278;65401684.0;Senior Director Network Development;170000.0;YEARLY;Full-time;United States;55.0;1.0;334.0;Director;0;3.0;Hospital & Health Care;1098.0;21382.0
3693074291;81527214.0;Referral Specialist I (Remote);16.5;HOURLY;Full-time;Cerritos, CA;48.0;1.0;276.0;Entry level;1;7.0;Hospital & Health Care;41120.0;379916.0
3693074317;3527968.0;Human Resources Manager;85000.0;YEARLY;Full-time;Los Angeles, CA;90.0;0.0;335.0;Mid-Senior level;1;5.0;Entertainment;7138.0;183438.0
3693074335;16322.0;Database Analyst;85440.0;YEARLY;Full-time;San Francisco, CA;7.0;0.0;82.0;Associate;0;4.0;Research;1262.0;27635.0
3693074365;7260.0;Human Resources Manager;85000.0;YEARLY;Full-time;City of Industry, CA;24.0;0.0;63.0;Mid-Senior level;0;4.0;Staffing & Recruiting;1200.0;196501.0
3693074432;11056.0;IT Project Manager (Application Development);65.0;HOURLY;Full-time;Philadelphia, PA;47.0;0.0;87.0;Mid-Senior level;0;5.0;Staffing & Recruiting;13096.0;1713168.0
3693074442;8141.0;Account Executive;150000.0;YEARLY;Full-time;San Francisco, CA;23.0;0.0;113.0;Mid-Senior level;0;7.0;Information Technology & Services;24832.0;839776.0
3693074454;53009.0;Case Manager;5425.0;MONTHLY;Full-time;Watsonville, CA;1.0;0.0;16.0;Mid-Senior level;0;3.0;Non-profit Organization Management;265.0;1119.0
3693074468;5235.0;Corporate Lawyer;195000.0;YEARLY;Full-time;California, United States;2.0;0.0;50.0;Associate;0;7.0;Human Resources;12457.0;2148565.0
3693074485;10346400.0;System Administrator;60000.0;YEARLY;Full-time;Atlanta Metropolitan Area;20.0;0.0;49.0;Mid-Senior level;0;1.0;Staffing & Recruiting;20.0;30610.0
3693074488;307513.0;Clinical Dietitian;55000.0;YEARLY;Full-time;Wyoming, MI;2.0;0.0;18.0;Mid-Senior level;0;7.0;Food & Beverages;52619.0;133636.0
3693074508;5235.0;Attorney  - Litigation;145000.0;YEARLY;Full-time;California, United States;1.0;0.0;14.0;Associate;0;7.0;Human Resources;12457.0;2148565.0
3693075025;2824640.0;Director of Lifecycle Marketing;225000.0;YEARLY;Full-time;San Francisco Bay Area;26.0;1.0;78.0;Mid-Senior level;0;1.0;Staffing & Recruiting;9.0;10904.0
3693075084;11229.0;Sr Software Engineer;115000.0;YEARLY;Full-time;Milwaukee, WI;42.0;0.0;108.0;Mid-Senior level;0;7.0;Staffing & Recruiting;4764.0;633844.0
3693075112;1681.0;ETL Developer;55.0;HOURLY;Full-time;Dallas, TX;98.0;0.0;234.0;Mid-Senior level;0;7.0;Staffing & Recruiting;32197.0;2610873.0
3693075140;37524.0;HR Consultant / Leave Administrator;36.0;HOURLY;Full-time;Walnut Creek, CA;11.0;0.0;86.0;Mid-Senior level;0;5.0;Human Resources;61.0;16857.0
3693075166;6575960.0;Marketing Specialist;60000.0;YEARLY;Full-time;Los Angeles, CA;94.0;0.0;215.0;Entry level;0;1.0;Staffing & Recruiting;19.0;69130.0
3693075185;162969.0;Outreach and Recruiting Specialist;42000.0;YEARLY;Full-time;Ellensburg, WA;2.0;0.0;23.0;Mid-Senior level;0;5.0;Higher Education;3127.0;74997.0
3693075190;18217358.0;Attorney, Self-Help Services;104249.6;YEARLY;Full-time;Hayward, CA;3.0;0.0;62.0;Associate;1;4.0;Judiciary;306.0;1463.0
3693075206;11056.0;System Administrator;55.0;HOURLY;Contract;Sacramento, CA;0.0;0.0;47.0;Associate;1;5.0;Staffing & Recruiting;13096.0;1713168.0
3693075229;165757.0;Senior Accountant;80000.0;YEARLY;Full-time;Long Beach, CA;15.0;0.0;52.0;Associate;0;5.0;Staffing & Recruiting;6589.0;1163604.0
3693075230;27292.0;Market Intelligence Analyst;40.0;HOURLY;Contract;Beaverton, OR;0.0;0.0;69.0;Mid-Senior level;0;5.0;Staffing & Recruiting;2098.0;679741.0
3693075236;9488625.0;Finance Manager;135000.0;YEARLY;Full-time;Riverside, CA;10.0;0.0;59.0;Mid-Senior level;1;1.0;Staffing & Recruiting;51.0;8760.0
3693075246;6044.0;Quality Control Supervisor;64.0;YEARLY;Full-time;Camarillo, CA;4.0;0.0;47.0;Associate;0;5.0;Staffing & Recruiting;1954.0;350685.0
3693075261;14100.0;SAP FICO Solutions Architect;130000.0;YEARLY;Full-time;United States;19.0;1.0;94.0;Mid-Senior level;0;3.0;Staffing & Recruiting;138.0;81529.0
3693075273;25081.0;Maintenance Technician;22.0;HOURLY;Full-time;Fountain Valley, CA;0.0;0.0;3.0;Associate;0;3.0;Real Estate;349.0;13749.0
3693075281;66252.0;Principal Data Architect;155000.0;YEARLY;Full-time;Oakland, CA;0.0;0.0;26.0;Mid-Senior level;0;5.0;Information Technology & Services;437.0;115137.0
3693075284;57487.0;Senior Embedded Software Engineer;150000.0;YEARLY;Full-time;Goleta, CA;20.0;0.0;52.0;Mid-Senior level;0;3.0;Staffing & Recruiting;175.0;147667.0
3693075323;11056.0;Branch Office Manager;90000.0;YEARLY;Contract;Reno, NV;0.0;0.0;32.0;Mid-Senior level;0;5.0;Staffing & Recruiting;13096.0;1713168.0
3693075396;14100.0;SAP FICO Solutions Architect;120000.0;YEARLY;Full-time;Atlanta, GA;28.0;1.0;83.0;Associate;0;3.0;Staffing & Recruiting;138.0;81529.0
3693075404;10592585.0;Cloud Engineering Manager;120000.0;YEARLY;Full-time;Orange County, CA;53.0;1.0;202.0;Mid-Senior level;0;4.0;Staffing & Recruiting;99.0;111192.0
3693075449;42481.0;Vice President, Monitoring and Testing Compliance Officer II;83000.0;YEARLY;Full-time;Los Angeles, CA;7.0;0.0;92.0;Mid-Senior level;0;4.0;Banking;436.0;6549.0
3693075453;226965.0;Senior Talent Acquisition Specialist;35.0;HOURLY;Contract;United States;0.0;1.0;555.0;Mid-Senior level;0;5.0;Staffing & Recruiting;600.0;378709.0
3693075460;144455.0;Sr/Lead Embedded Software Engineer;110000.0;YEARLY;Full-time;Detroit Metropolitan Area;18.0;0.0;59.0;Mid-Senior level;0;2.0;Staffing & Recruiting;175.0;225546.0
3693075474;5837.0;System Test Engineer;100000.0;YEARLY;Full-time;Pleasanton, CA;54.0;0.0;244.0;Associate;0;5.0;Industrial Automation;2076.0;248970.0
3693576985;708782.0;Senior ETL Developer;60.0;HOURLY;Contract;Austin, TX;44.0;0.0;134.0;Mid-Senior level;1;2.0;Information Technology & Services;65.0;36959.0
3693580716;683310.0;Auto Body Technician;75000.0;YEARLY;Full-time;Alexandria, LA;0.0;0.0;0.0;Entry level;0;6.0;Automotive;2706.0;11791.0
3693580745;278713.0;Behavioral Healthcare Provider 2(LISW/LPCC) - 20026446;67800.0;YEARLY;Full-time;Chillicothe, OH;0.0;0.0;0.0;Entry level;1;7.0;Law Enforcement;1886.0;6621.0
3693580759;48835.0;Biorepository Associate II;49000.0;YEARLY;Full-time;Madison, WI;0.0;0.0;5.0;Entry level;0;6.0;Biotechnology;5201.0;78405.0
3693580775;23383.0;Environmental/Urban Planner;73000.0;YEARLY;Full-time;New York, NY;5.0;0.0;31.0;Mid-Senior level;0;5.0;Civil Engineering;1671.0;36277.0
3693580780;165207.0;Test Engineer;66300.0;YEARLY;Full-time;Washington, PA;4.0;0.0;20.0;Entry level;1;5.0;Information Technology & Services;1286.0;18620.0
3693580811;937112.0;Optical Supervisor - Fashion Valley;21.65;HOURLY;Full-time;San Diego, CA;0.0;0.0;0.0;Mid-Senior level;0;5.0;Apparel & Fashion;2068.0;116113.0
3693580844;1792.0;Administrative Associate 3- Hybrid/ Open to Remote;50000.0;YEARLY;Full-time;Stanford, CA;136.0;1.0;938.0;Mid-Senior level;1;7.0;Higher Education;25669.0;1266049.0
3693580850;74604.0;Pharmacist;55.0;HOURLY;Part-time;Seymour, IN;0.0;0.0;0.0;Entry level;0;2.0;Staffing & Recruiting;661.0;14344.0
3693580851;74604.0;Hospice RN Case Manager;67163.0;YEARLY;Full-time;Nashville, TN;0.0;0.0;0.0;Mid-Senior level;1;2.0;Staffing & Recruiting;661.0;14344.0
3693580852;74604.0;Home Health RN / Registered Nurse;45.0;HOURLY;Full-time;San Ramon, CA;0.0;0.0;1.0;Mid-Senior level;1;2.0;Staffing & Recruiting;661.0;14344.0
3693580860;7795.0;Store General Manager;37.0;HOURLY;Full-time;Downey, CA;0.0;0.0;3.0;Executive;1;7.0;Retail;15497.0;167108.0
3693580985;25371.0;Counter Sales Associate - Paramount;18.3;HOURLY;Full-time;Paramount, CA;0.0;0.0;0.0;Entry level;0;6.0;Building Materials;4932.0;35991.0
3693580998;74604.0;Remote Human Resources Business Partner;50876.0;YEARLY;Full-time;Ohio, United States;38.0;1.0;130.0;Mid-Senior level;0;2.0;Staffing & Recruiting;661.0;14344.0
3693581641;48835.0;Medical Strategy Senior Manager (MRD Lead);125000.0;YEARLY;Full-time;Phoenix, AZ;0.0;0.0;3.0;Mid-Senior level;1;6.0;Biotechnology;5201.0;78405.0
3693581644;787339.0;PROGRAM TECHNICIAN;2917.0;MONTHLY;Part-time;Sacramento County, CA;2.0;0.0;6.0;Entry level;1;6.0;Government Administration;3164.0;29928.0
3693581659;165207.0;FAA System Life Cycle Logistics and Planning Coordinator;54800.0;YEARLY;Full-time;Reston, VA;2.0;0.0;4.0;Entry level;0;5.0;Information Technology & Services;1286.0;18620.0
3693581730;1792.0;Student Services Officer 1 (Hybrid);64480.0;YEARLY;Full-time;Stanford, CA;3.0;0.0;49.0;Entry level;0;7.0;Higher Education;25669.0;1266049.0
3693581742;2646.0;Food & Grocery;17.0;HOURLY;Part-time;Newport News, VA;0.0;0.0;0.0;Entry level;0;7.0;Retail;415054.0;4497564.0
3693581804;7795.0;Program Manager;87100.0;YEARLY;Full-time;San Diego, CA;52.0;0.0;200.0;Entry level;1;7.0;Retail;15497.0;167108.0
3693581854;25371.0;Warehouse Associate II;17.4;HOURLY;Full-time;Stockton, CA;0.0;0.0;1.0;Entry level;0;6.0;Building Materials;4932.0;35991.0
3693581884;78124.0;Area Leader;50000.0;YEARLY;Full-time;Minnesota, United States;0.0;1.0;15.0;Mid-Senior level;0;4.0;Financial Services;978.0;9213.0
3693581936;68360.0;Associate Technical Designer, (Handbags) Calvin Klein & Donna Karan;55.0;YEARLY;Full-time;New York City Metropolitan Area;7.0;0.0;22.0;Mid-Senior level;1;5.0;Apparel & Fashion;3297.0;67631.0
3693581940;25017.0;Machine Builder I;21.3;HOURLY;Full-time;California, United States;0.0;0.0;0.0;Mid-Senior level;0;5.0;Building Materials;2266.0;41619.0
3693581954;164527.0;Trailer Mechanic;19.0;HOURLY;Full-time;Harbeson, DE;0.0;0.0;1.0;Entry level;1;7.0;Transportation/Trucking/Railroad;20626.0;141084.0
3693581995;2699082.0;Account Executive;60000.0;YEARLY;Full-time;Chesterfield, MO;3.0;0.0;27.0;Mid-Senior level;1;2.0;Staffing & Recruiting;57.0;63825.0
3693582662;1275357.0;Risk Manager (Program Administrator 3);34.7;HOURLY;Full-time;Columbus, OH;0.0;0.0;18.0;Mid-Senior level;0;4.0;Government Administration;293.0;8363.0
3693582667;11056.0;Middleware Engineer;73.0;HOURLY;Contract;Plano, TX;8.0;0.0;43.0;Mid-Senior level;0;5.0;Staffing & Recruiting;13096.0;1713168.0
3693582677;48835.0;Medical Strategy Senior Manager (MRD Lead);125000.0;YEARLY;Full-time;Cambridge, MA;0.0;0.0;8.0;Mid-Senior level;0;6.0;Biotechnology;5201.0;78405.0
3693582691;542177.0;Shipping/Receiving Specialist - Level 2;18.0;HOURLY;Full-time;Hayward, CA;0.0;0.0;1.0;Entry level;0;5.0;Security & Investigations;2034.0;53753.0
3693582784;2646.0;Food & Grocery;17.0;HOURLY;Part-time;Myrtle Beach, SC;1.0;0.0;1.0;Entry level;1;7.0;Retail;415054.0;4497564.0
3693582883;11056.0;Product Design Engineer;120000.0;YEARLY;Full-time;San Clemente, CA;16.0;0.0;57.0;Mid-Senior level;1;5.0;Staffing & Recruiting;13096.0;1713168.0
3693582922;11229.0;Accounting Manager/Senior Bookkeeper;60000.0;YEARLY;Full-time;Birmingham, AL;3.0;0.0;15.0;Mid-Senior level;0;7.0;Staffing & Recruiting;4764.0;633844.0
3693582956;3634748.0;Sr. Manager, Customer Engagement & Medical Information Systems;50.0;HOURLY;Contract;Cambridge, MA;4.0;0.0;26.0;Mid-Senior level;0;1.0;Staffing & Recruiting;24.0;21941.0
3693582968;25017.0;Process Technician / Set up Tech;19.9;HOURLY;Full-time;Gallatin, TN;0.0;0.0;1.0;Entry level;0;5.0;Building Materials;2266.0;41619.0
3693582986;733622.0;Director of Product, Innovid Direct;180000.0;YEARLY;Full-time;New York, NY;4.0;0.0;46.0;Director;1;4.0;Marketing & Advertising;518.0;23758.0
3693582998;1207327.0;Medical Front Office Representative;23.1;HOURLY;Full-time;Grass Valley, CA;1.0;0.0;6.0;Entry level;0;1.0;Staffing & Recruiting;56.0;20438.0
3693583506;683310.0;Porter;14.0;HOURLY;Full-time;Escanaba, MI;0.0;0.0;1.0;Entry level;1;6.0;Automotive;2706.0;11791.0
3693583513;25452.0;Senior Commercial Territory Manager - SLG;30.77;HOURLY;Full-time;Columbia, MD;0.0;0.0;3.0;Mid-Senior level;0;5.0;Computer & Network Security;2166.0;133682.0
3693583522;256744.0;Senior Principal Technical Program Manager - Platform Engineering;192000.0;YEARLY;Full-time;Oakland, CA;1.0;0.0;13.0;Mid-Senior level;0;5.0;Entertainment;6477.0;119846.0
3693583523;256744.0;Senior Principal Technical Program Manager - Platform Engineering;192000.0;YEARLY;Full-time;Irving, TX;3.0;0.0;13.0;Mid-Senior level;0;5.0;Entertainment;6477.0;119846.0
3693583531;7851.0;Account Manager;59300.0;YEARLY;Full-time;Livermore, CA;4.0;0.0;18.0;Mid-Senior level;0;7.0;Medical Device;8438.0;96841.0
